timestamp,actual_demand,predicted,provisioned,cold_starts,idle_capacity,cost,is_extreme,base_prediction,sigma_t,buffer_t,cvar_col
2019-01-12 09:36:00,553495.0,662068.3747241718,662069.0,0.0,108574.0,108574.0,False,565275.875,22536.492745438274,96792.49972417181,4.294922941981026
2019-01-12 09:37:00,559100.0,662738.9997241718,662739.0,0.0,103639.0,103639.0,False,565946.5,22536.492745438274,96792.49972417181,4.294922941981026
2019-01-12 09:38:00,555599.0,666048.8122241718,666049.0,0.0,110450.0,110450.0,False,569256.3125,22536.492745438274,96792.49972417181,4.294922941981026
2019-01-12 09:39:00,570612.0,659141.2497241718,659142.0,0.0,88530.0,88530.0,False,562348.75,22536.492745438274,96792.49972417181,4.294922941981026
2019-01-12 09:40:00,584966.0,702588.0622241718,702589.0,0.0,117623.0,117623.0,False,605795.5625,22536.492745438274,96792.49972417181,4.294922941981026
2019-01-12 09:41:00,571705.0,677096.1247241718,677097.0,0.0,105392.0,105392.0,False,580303.625,22536.492745438274,96792.49972417181,4.294922941981026
2019-01-12 09:42:00,575588.0,680422.4372241718,680423.0,0.0,104835.0,104835.0,False,583629.9375,22536.492745438274,96792.49972417181,4.294922941981026
2019-01-12 09:43:00,565964.0,681093.5622241718,681094.0,0.0,115130.0,115130.0,False,584301.0625,22536.492745438274,96792.49972417181,4.294922941981026
2019-01-12 09:44:00,572865.0,666755.8747241718,666756.0,0.0,93891.0,93891.0,False,569963.375,22536.492745438274,96792.49972417181,4.294922941981026
2019-01-12 09:45:00,617089.0,674094.6872241718,674095.0,0.0,57006.0,57006.0,False,577302.1875,22536.492745438274,96792.49972417181,4.294922941981026
2019-01-12 09:46:00,615697.0,689571.6247241718,689572.0,0.0,73875.0,73875.0,False,592779.125,22536.492745438274,96792.49972417181,4.294922941981026
2019-01-12 09:47:00,621582.0,695922.0622241718,695923.0,0.0,74341.0,74341.0,False,599129.5625,22536.492745438274,96792.49972417181,4.294922941981026
