timestamp,actual_demand,predicted,provisioned,cold_starts,idle_capacity,cost,is_extreme,base_prediction,sigma_t,buffer_t,cvar_col
2019-01-12 09:36:00,553495.0,625340.4559418622,625341.0,0.0,71846.0,71846.0,False,565275.875,22536.492745438274,60064.58094186218,2.665214220345806
2019-01-12 09:37:00,559100.0,626011.0809418622,626012.0,0.0,66912.0,66912.0,False,565946.5,22536.492745438274,60064.58094186218,2.665214220345806
2019-01-12 09:38:00,555599.0,629320.8934418622,629321.0,0.0,73722.0,73722.0,False,569256.3125,22536.492745438274,60064.58094186218,2.665214220345806
2019-01-12 09:39:00,570612.0,622413.3309418622,622414.0,0.0,51802.0,51802.0,False,562348.75,22536.492745438274,60064.58094186218,2.665214220345806
2019-01-12 09:40:00,584966.0,665860.1434418622,665861.0,0.0,80895.0,80895.0,False,605795.5625,22536.492745438274,60064.58094186218,2.665214220345806
2019-01-12 09:41:00,571705.0,640368.2059418622,640369.0,0.0,68664.0,68664.0,False,580303.625,22536.492745438274,60064.58094186218,2.665214220345806
2019-01-12 09:42:00,575588.0,643694.5184418622,643695.0,0.0,68107.0,68107.0,False,583629.9375,22536.492745438274,60064.58094186218,2.665214220345806
2019-01-12 09:43:00,565964.0,644365.6434418622,644366.0,0.0,78402.0,78402.0,False,584301.0625,22536.492745438274,60064.58094186218,2.665214220345806
2019-01-12 09:44:00,572865.0,630027.9559418622,630028.0,0.0,57163.0,57163.0,False,569963.375,22536.492745438274,60064.58094186218,2.665214220345806
2019-01-12 09:45:00,617089.0,637366.7684418622,637367.0,0.0,20278.0,20278.0,False,577302.1875,22536.492745438274,60064.58094186218,2.665214220345806
2019-01-12 09:46:00,615697.0,652843.7059418622,652844.0,0.0,37147.0,37147.0,False,592779.125,22536.492745438274,60064.58094186218,2.665214220345806
2019-01-12 09:47:00,621582.0,659194.1434418622,659195.0,0.0,37613.0,37613.0,False,599129.5625,22536.492745438274,60064.58094186218,2.665214220345806
2019-01-12 09:48:00,602921.0,676844.8934418622,676845.0,0.0,73924.0,73924.0,False,616780.3125,22536.492745438274,60064.58094186218,2.665214220345806
