timestamp,concurrency
2019-01-08 19:37:00,606749
2019-01-08 19:38:00,573905
2019-01-08 19:39:00,598312
2019-01-08 19:40:00,623763
2019-01-08 19:41:00,611254
2019-01-08 19:42:00,608139
2019-01-08 19:43:00,600510
2019-01-08 19:44:00,602391
2019-01-08 19:45:00,620556
2019-01-08 19:46:00,607806
2019-01-08 19:47:00,587744
2019-01-08 19:48:00,575638
2019-01-08 19:49:00,589215
2019-01-08 19:50:00,600746
2019-01-08 19:51:00,565216
2019-01-08 19:52:00,579878
2019-01-08 19:53:00,587298
2019-01-08 19:54:00,597974
2019-01-08 19:55:00,582596
2019-01-08 19:56:00,592938
2019-01-08 19:57:00,607563
2019-01-08 19:58:00,615938
2019-01-08 19:59:00,587847
2019-01-08 20:00:00,706666
2019-01-08 20:01:00,651842
2019-01-08 20:02:00,632418
2019-01-08 20:03:00,639229
2019-01-08 20:04:00,629946
2019-01-08 20:05:00,633469
2019-01-08 20:06:00,618388
2019-01-08 20:07:00,654046
2019-01-08 20:08:00,673804
2019-01-08 20:09:00,682698
2019-01-08 20:10:00,707254
2019-01-08 20:11:00,689834
2019-01-08 20:12:00,690897
2019-01-08 20:13:00,658218
2019-01-08 20:14:00,652048
2019-01-08 20:15:00,653359
2019-01-08 20:16:00,648750
2019-01-08 20:17:00,628714
2019-01-08 20:18:00,621816
2019-01-08 20:19:00,608206
2019-01-08 20:20:00,636533
2019-01-08 20:21:00,605099
2019-01-08 20:22:00,592709
2019-01-08 20:23:00,609422
2019-01-08 20:24:00,606643
2019-01-08 20:25:00,610918
2019-01-08 20:26:00,607963
2019-01-08 20:27:00,597233
2019-01-08 20:28:00,587499
2019-01-08 20:29:00,591655
2019-01-08 20:30:00,643136
2019-01-08 20:31:00,618599
2019-01-08 20:32:00,610725
2019-01-08 20:33:00,615412
2019-01-08 20:34:00,609138
2019-01-08 20:35:00,618519
2019-01-08 20:36:00,574480
2019-01-08 20:37:00,589898
2019-01-08 20:38:00,582157
2019-01-08 20:39:00,600030
2019-01-08 20:40:00,625756
2019-01-08 20:41:00,606856
2019-01-08 20:42:00,601708
2019-01-08 20:43:00,603951
2019-01-08 20:44:00,586315
2019-01-08 20:45:00,622656
2019-01-08 20:46:00,612190
2019-01-08 20:47:00,609530
2019-01-08 20:48:00,573094
2019-01-08 20:49:00,614896
2019-01-08 20:50:00,631856
2019-01-08 20:51:00,609409
2019-01-08 20:52:00,586934
2019-01-08 20:53:00,581313
2019-01-08 20:54:00,592744
2019-01-08 20:55:00,593277
2019-01-08 20:56:00,588625
2019-01-08 20:57:00,581931
2019-01-08 20:58:00,558428
2019-01-08 20:59:00,587039
2019-01-08 21:00:00,699999
2019-01-08 21:01:00,633879
2019-01-08 21:02:00,621866
2019-01-08 21:03:00,620663
2019-01-08 21:04:00,587476
2019-01-08 21:05:00,600135
2019-01-08 21:06:00,589758
2019-01-08 21:07:00,680743
2019-01-08 21:08:00,661640
2019-01-08 21:09:00,660200
2019-01-08 21:10:00,672808
2019-01-08 21:11:00,689634
2019-01-08 21:12:00,661428
2019-01-08 21:13:00,667139
2019-01-08 21:14:00,643843
2019-01-08 21:15:00,618666
2019-01-08 21:16:00,617969
2019-01-08 21:17:00,607160
2019-01-08 21:18:00,611831
2019-01-08 21:19:00,599335
2019-01-08 21:20:00,612919
2019-01-08 21:21:00,607399
2019-01-08 21:22:00,606384
2019-01-08 21:23:00,619546
2019-01-08 21:24:00,592380
2019-01-08 21:25:00,616067
2019-01-08 21:26:00,616778
2019-01-08 21:27:00,624407
2019-01-08 21:28:00,607250
2019-01-08 21:29:00,597922
